source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[mock community]	characteristics[mock community composition]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[host age]	characteristics[host sex]	characteristics[host diet]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[laboratory]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[metagenome accession]	comment[expected organism list]	comment[contaminant database]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sample name]	factor value[laboratory]
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S11_Fraction1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	SDS-PAGE	CEA-Li2D	1	1	S11_Fraction1.raw	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	CEA-Li2D
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S11_Fraction2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	SDS-PAGE	CEA-Li2D	2	1	S11_Fraction2.raw	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	CEA-Li2D
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S11_Fraction3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	SDS-PAGE	CEA-Li2D	3	1	S11_Fraction3.raw	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	CEA-Li2D
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S11_Fraction4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	SDS-PAGE	CEA-Li2D	4	1	S11_Fraction4.raw	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	CEA-Li2D
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S12	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	Wilmes_Lab	1	1	S12.raw	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	Wilmes_Lab
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S13_Rep1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	1	S13_Rep1.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S13_Rep2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	2	S13_Rep2.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S13_Rep3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	3	S13_Rep3.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S14_Rep1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	1	S14_Rep1.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S14_Rep2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	2	S14_Rep2.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
SIHUMIx	SIHUMIx	NT=human gut metagenome;AC=NCBITaxon:408170	not applicable	not applicable	not applicable	CAMPI	NT=mock community culture;AC=ENVO:01001059	not available	not available	bioreactor harvest of SIHUMIx; 3.5e9 cells/ml frozen aliquots	-20C	SIHUMIx human intestinal mock community	SIHUMIx	8-species SIHUMIx human intestinal mock community (A. caccae DSMZ 14662; C. butyricum DSMZ 10702; E. ramosum DSMZ 1402; L. plantarum DSMZ 20174; B. longum NCC 2705; B. thetaiotaomicron DSM 2079; B. producta DSMZ 2950; E. coli MG1655)	NT=Homo sapiens;AC=NCBITaxon:9606	not applicable	not applicable	NT=intestine;AC=UBERON:0000160	not applicable	not applicable	not applicable	no depletion	1	S14_Rep3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	not applicable	OVGU_Magdeburg	1	3	S14_Rep3.d.tar.gz	PRJEB42466	Anaerostipes caccae;Clostridium butyricum;Erysipelatoclostridium ramosum;Lactobacillus plantarum;Bifidobacterium longum;Bacteroides thetaiotaomicron;Blautia producta;Escherichia coli	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	SIHUMIx	OVGU_Magdeburg
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F01_Fraction1	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	MudPIT	ORNL	1	1	F01_Fraction1.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	ORNL
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F01_Fraction2	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	MudPIT	ORNL	2	1	F01_Fraction2.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	ORNL
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F01_Fraction3	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	MudPIT	ORNL	3	1	F01_Fraction3.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	ORNL
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F01_Fraction4	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	MudPIT	ORNL	4	1	F01_Fraction4.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	ORNL
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F02_FractionCyto	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	subcellular cytosol-envelope	INRA_PAPPSO	1	1	F02_FractionCyto.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	INRA_PAPPSO
fecal_donor	fecal_donor	NT=human gut metagenome;AC=NCBITaxon:408170	NT=feces;AC=BTO:0000440	not applicable	NT=normal;AC=PATO:0000461	CAMPI	NT=fecal material;AC=ENVO:00002003	not available	not available	homogenized fecal aliquot treated with RNAlater	-20C	human gut microbiome	not applicable	not applicable	NT=Homo sapiens;AC=NCBITaxon:9606	anonymized	NT=normal;AC=PATO:0000461	NT=feces;AC=BTO:0000440	33Y	female	omnivore	no depletion	1	F02_FractionEnv	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.02 Da	subcellular cytosol-envelope	INRA_PAPPSO	2	1	F02_FractionEnv.raw	PRJEB42466	not applicable	cRAP	-20 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	fecal_donor	INRA_PAPPSO
