source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20190801_DD_0023_AkEi_YeastLibrary_sample_11	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_YeastLibrary_sample_11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_YeastLibrary_sample_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_YeastLibrary_sample_12	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_YeastLibrary_sample_12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_YeastLibrary_sample_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_01	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_02	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_03	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_04	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_05	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_06	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_07	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_07	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_08	Saccharomyces cerevisiae	cell suspension culture	not available	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_08	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20190801_DD_0023_AkEi_Yeast_IRE1_UPS1_WT_sample_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell suspension culture
