source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_Stu1mut_30404_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S7_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S7_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S7_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S8_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S8_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S8_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S9_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S9_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_TOGL1D_S9_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_Mad3FLAG_WT_30394_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad2FLAG_28316_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_Mad3FLAG_28316_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_NoTag_27633_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_NoTag_27633_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_NoTag_27633_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_PromMeta_NoTag_30403_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_PromMeta_NoTag_30403_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_PromMeta_NoTag_30403_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_30403_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_30403_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_30403_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_30403_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_30403_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_30403_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_30403_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_30403_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_30403_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_S1_Rep1	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_S1_Rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_S1_Rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_S2_Rep2	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_S2_Rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_S2_Rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
Mukherjee_etal_2024_noTag_S3_Rep3	Saccharomyces cerevisiae	cell culture	not available	1	Mukherjee_etal_2024_noTag_S3_Rep3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Mukherjee_etal_2024_noTag_S3_Rep3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
