source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
210322_QE1_PM1_VK_POMPU_200505_A_17	210322_QE1_PM1_VK_POMPU_200505_A_17	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210322_QE1_PM1_VK_POMPU_200505_A_17	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210322_QE1_PM1_VK_POMPU_200505_A_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210322_QE1_PM1_VK_POMPU_200505_A_18	210322_QE1_PM1_VK_POMPU_200505_A_18	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210322_QE1_PM1_VK_POMPU_200505_A_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210322_QE1_PM1_VK_POMPU_200505_A_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210322_QE1_PM1_VK_POMPU_200505_A_19	210322_QE1_PM1_VK_POMPU_200505_A_19	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210322_QE1_PM1_VK_POMPU_200505_A_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210322_QE1_PM1_VK_POMPU_200505_A_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_01	210325_QE1_PM1_VK_POMPU_200507_A_01	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_02	210325_QE1_PM1_VK_POMPU_200507_A_02	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_03	210325_QE1_PM1_VK_POMPU_200507_A_03	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_04	210325_QE1_PM1_VK_POMPU_200507_A_04	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_05	210325_QE1_PM1_VK_POMPU_200507_A_05	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_05	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_06	210325_QE1_PM1_VK_POMPU_200507_A_06	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_06	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_07	210325_QE1_PM1_VK_POMPU_200507_A_07	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_07	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_09	210325_QE1_PM1_VK_POMPU_200507_A_09	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_09	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_12	210325_QE1_PM1_VK_POMPU_200507_A_12	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
210325_QE1_PM1_VK_POMPU_200507_A_18	210325_QE1_PM1_VK_POMPU_200507_A_18	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210325_QE1_PM1_VK_POMPU_200507_A_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	210325_QE1_PM1_VK_POMPU_200507_A_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_03	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_03	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_04	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_04	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02glu_2step_DIA_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02lam_2step_DIA_01	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02lam_2step_DIA_01	Polaribacter sp.	sea water	not applicable	not available	FISH-FACS_Proteomics_Enhanced_label-free_quantitative_proteome_analysis_from_ultra-low_cell_numbers_of_environmental_microorganisms	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02lam_2step_DIA_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	230411_QE1_PM1_VK_Polaribacter_BATCH6_FISHFACS_1E5_02lam_2step_DIA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
