source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
HLP_SIP_13C_AceBT6_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT6_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT6_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT6_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT6_R2_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	HLP_SIP_13C_AceBT6_R2_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT6_R2_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT6_R2_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_02_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_02_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_02_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_02_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_03_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_03_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_03_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_03_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_05_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_05_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_05_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_05_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_07_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_07_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_07_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_07_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_08_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_08_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_08_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_08_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_09_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_09_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_09_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_09_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_11_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_11_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_11_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_11_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_12_21May14_Tiger_14-03-03_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_AceBT8_R1_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	HLP_SIP_13C_AceBT8_R1_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_AceBT8_R1_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_AceBT8_R1_21Jan14_Samwise_13-07-28_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_GluT4_01_21May14_Tiger_14-03-04_msgfplus.pride.mztab	HLP_SIP_13C_GluT4_01_21May14_Tiger_14-03-04_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_GluT4_01_21May14_Tiger_14-03-04_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_GluT4_01_21May14_Tiger_14-03-04_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_GluT4_03_21May14_Tiger_14-03-04_msgfplus.pride.mztab	HLP_SIP_13C_GluT4_03_21May14_Tiger_14-03-04_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_GluT4_03_21May14_Tiger_14-03-04_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_GluT4_03_21May14_Tiger_14-03-04_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_GluT4_04_21May14_Tiger_14-03-04_msgfplus.pride.mztab	HLP_SIP_13C_GluT4_04_21May14_Tiger_14-03-04_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_GluT4_04_21May14_Tiger_14-03-04_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_GluT4_04_21May14_Tiger_14-03-04_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
HLP_SIP_13C_GluT4_05_21May14_Tiger_14-03-04_msgfplus.pride.mztab	HLP_SIP_13C_GluT4_05_21May14_Tiger_14-03-04_msgfplus.pride.mztab	Synechocystis sp. pcc 6803	not available	not applicable	not available	Daylight-driven_carbon_exchange_through_a_vertically_structured_microbial_community	not available	not available	not available	not available	not available	not available	1	HLP_SIP_13C_GluT4_05_21May14_Tiger_14-03-04_msgfplus.pride.mztab	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	HLP_SIP_13C_GluT4_05_21May14_Tiger_14-03-04_msgfplus.pride.mztab.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
