source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[treatment response]
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_18	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	18	TB_Pool2_Negative_18_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_19	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	19	TB_Pool2_Negative_19_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_20	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	20	TB_Pool2_Negative_20_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_21	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	21	TB_Pool2_Negative_21_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_22	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	22	TB_Pool2_Negative_22_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_23	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	23	TB_Pool2_Negative_23_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Negative	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Negative_24	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	24	TB_Pool2_Negative_24_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture negative 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_01	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	TB_Pool2_Positive_01_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_02	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	TB_Pool2_Positive_02_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_03	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	TB_Pool2_Positive_03_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_04	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	TB_Pool2_Positive_04_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_05	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	TB_Pool2_Positive_05_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_06	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	TB_Pool2_Positive_06_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_07	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	TB_Pool2_Positive_07_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_08	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	TB_Pool2_Positive_08_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_09	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	TB_Pool2_Positive_09_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_10	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	TB_Pool2_Positive_10_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_11	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	11	TB_Pool2_Positive_11_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_12	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	12	TB_Pool2_Positive_12_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_13	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	13	TB_Pool2_Positive_13_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_14	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	14	TB_Pool2_Positive_14_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_15	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	15	TB_Pool2_Positive_15_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_16	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	16	TB_Pool2_Positive_16_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_17	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	17	TB_Pool2_Positive_17_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_18	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	18	TB_Pool2_Positive_18_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_19	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	19	TB_Pool2_Positive_19_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_20	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	20	TB_Pool2_Positive_20_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_21	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	21	TB_Pool2_Positive_21_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_22	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	22	TB_Pool2_Positive_22_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_23	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	23	TB_Pool2_Positive_23_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
TB_Pool2_Positive	Homo sapiens	blood serum	pulmonary tuberculosis	tissue	adult	not available	not available	pooled	TB_Pool2_Positive_24	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	24	TB_Pool2_Positive_24_2_9Jan14_Samwise_13-07-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	culture positive 8 weeks
