source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
PpiD_detergent_rep3	Escherichia coli	not available	not available	3	not available	PpiD_detergent_rep3	proteomic profiling by mass spectrometry	1	PpiD_detergent_rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
DY330_detergent_rep1	Escherichia coli	not available	not available	1	not available	DY330_detergent_rep1	proteomic profiling by mass spectrometry	1	DY330_detergent_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
DY330_peptidisc_rep2	Escherichia coli	not available	not available	2	not available	DY330_peptidisc_rep2	proteomic profiling by mass spectrometry	1	DY330_peptidisc_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
SecY_peptidisc_rep2	Escherichia coli	not available	not available	2	not available	SecY_peptidisc_rep2	proteomic profiling by mass spectrometry	1	SecY_peptidisc_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
PpiD_peptidisc_rep2	Escherichia coli	not available	not available	2	not available	PpiD_peptidisc_rep2	proteomic profiling by mass spectrometry	1	PpiD_peptidisc_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
PpiD_peptidisc_rep3	Escherichia coli	not available	not available	3	not available	PpiD_peptidisc_rep3	proteomic profiling by mass spectrometry	1	PpiD_peptidisc_rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
SecD_peptidisc_rep1	Escherichia coli	not available	not available	1	not available	SecD_peptidisc_rep1	proteomic profiling by mass spectrometry	1	SecD_peptidisc_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
SecD_peptidisc_rep2	Escherichia coli	not available	not available	2	not available	SecD_peptidisc_rep2	proteomic profiling by mass spectrometry	1	SecD_peptidisc_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
SecD_peptidisc_rep3	Escherichia coli	not available	not available	3	not available	SecD_peptidisc_rep3	proteomic profiling by mass spectrometry	1	SecD_peptidisc_rep3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
SecY_peptidisc_rep1	Escherichia coli	not available	not available	1	not available	SecY_peptidisc_rep1	proteomic profiling by mass spectrometry	1	SecY_peptidisc_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
DY330_detergent_rep2	Escherichia coli	not available	not available	2	not available	DY330_detergent_rep2	proteomic profiling by mass spectrometry	1	DY330_detergent_rep2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	5 ppm	0.006 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
