source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[biopsy donor]
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F10_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F10_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F10_A1.raw	A1	F10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F10_A3	proteomic profiling by mass spectrometry	20250207_Human_mito1_F10_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F10_A3.raw	A3	F10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F11_14_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F11_14_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F11_14_A1.raw	A1	F11_14	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F11_14_A3	proteomic profiling by mass spectrometry	20250207_Human_mito1_F11_14_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F11_14_A3.raw	A3	F11_14	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F1_5_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F1_5_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F1_5_A1.raw	A1	F1_5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F1_5_A3	proteomic profiling by mass spectrometry	20250207_Human_mito1_F1_5_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F1_5_A3.raw	A3	F1_5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F6_7_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F6_7_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F6_7_A1.raw	A1	F6_7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F6_7_A3	proteomic profiling by mass spectrometry	20250207_Human_mito1_F6_7_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F6_7_A3.raw	A3	F6_7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F8_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F8_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F8_A1.raw	A1	F8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F8_A3	proteomic profiling by mass spectrometry	20250207_Human_mito1_F8_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F8_A3.raw	A3	F8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
PXD068129-Sample-1	Homo sapiens	skeletal muscle	not available	not applicable	male	1	not available	not available	avidin affinity enrichment	not available	30 min	room temperature	20250207_Human_mito1_F9_A1	proteomic profiling by mass spectrometry	20250207_Human_mito1_F9_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD068129/20250207_Human_mito1_F9_A1.raw	A1	F9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	20 ppm	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=BDP-NHP	avidin affinity enrichment	10 mM	ammonium bicarbonate	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	donor 1
