source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
NQ393_Glc_IPTG30_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG30_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_Cm4_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_Cm4_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Lac_3MBA0_repeat3	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Lac_3MBA0_repeat3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Gly_3MBA0	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Gly_3MBA0.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ381_Lac_3MBA50_repeat3	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ381_Lac_3MBA50_repeat3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Glc_IPTG50_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG50_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Glc_IPTG100_repeat3	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG100_repeat3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ381_Lac_3MBA500_repeat3	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ381_Lac_3MBA500_repeat3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Gly_IPTG30	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Gly_IPTG30.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Lac_3MBA0_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Lac_3MBA0_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_Cm2_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_Cm2_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ399_Gly_3MbA100	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ399_Gly_3MbA100.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ381_Lac_3MBA500_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ381_Lac_3MBA500_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ381_Lac_3MBA25_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ381_Lac_3MBA25_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Gly_IPTG40	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Gly_IPTG40.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Glc_IPTG40_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG40_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_IPTG0_repeat3	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_IPTG0_repeat3.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_Cm0_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_Cm0_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_Cm2_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_Cm2_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Glc_IPTG40_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG40_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ393_Glc_IPTG50_repeat2	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ393_Glc_IPTG50_repeat2.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NCM3722_Glc_IPTG0_repeat1	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NCM3722_Glc_IPTG0_repeat1.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
NQ1389_Glc_cTc0	Escherichia coli	cell	not available	1	not available	Proteome resource allocation in bacteria	proteomic profiling by mass spectrometry	1	NQ1389_Glc_cTc0.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	0.1 Da	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
