source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample context]
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_05_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A6_Inj1	proteomic profiling by mass spectrometry	E241202_05_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A6_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_05_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A6_Inj1.raw	1	A6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_06_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A7_Inj1	proteomic profiling by mass spectrometry	E241202_06_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A7_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_06_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A7_Inj1.raw	1	A7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_07_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A8_Inj1	proteomic profiling by mass spectrometry	E241202_07_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A8_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_07_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A8_Inj1.raw	1	A8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_08_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B8_Inj1	proteomic profiling by mass spectrometry	E241202_08_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B8_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_08_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B8_Inj1.raw	1	B8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_10_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B7and6_Inj1	proteomic profiling by mass spectrometry	E241202_10_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B7and6_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_10_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_B7and6_Inj1.raw	1	B7and6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_11_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A5_Inj1	proteomic profiling by mass spectrometry	E241202_11_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A5_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_11_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A5_Inj1.raw	1	A5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_12_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A4_Inj1	proteomic profiling by mass spectrometry	E241202_12_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A4_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_12_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A4_Inj1.raw	1	A4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
HeLa C1 in situ soluble enriched uncleaved	Homo sapiens	not applicable	HeLa	not applicable	1	not available	not available	streptavidin enrichment	not available	not available	not available	E241202_13_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A3_Inj1	proteomic profiling by mass spectrometry	E241202_13_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A3_Inj1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065956/E241202_13_AMC_HeLa_C1_IS_Sol_Enriched_pepSEC_Uncleaved_A3_Inj1.raw	1	A3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=vinyl sulfone cross-linker C1	streptavidin enrichment	DTT	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	uncleaved pepSEC
