source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
CR_CS_Y_Sec_09_18Sep14_Samwise_14-02-16	CR_CS_Y_Sec_09_18Sep14_Samwise_14-02-16	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Y_Sec_09_18Sep14_Samwise_14-02-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Y_Sec_09_18Sep14_Samwise_14-02-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_02_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_02_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_02_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_02_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_03_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_03_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_03_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_03_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_06_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_06_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_06_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_06_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_08_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_08_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_08_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_08_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_10_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_10_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_10_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_10_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_FF1_11_03Nov14_Frodo_14-09-01	CR_CS_Z_FF1_11_03Nov14_Frodo_14-09-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_FF1_11_03Nov14_Frodo_14-09-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_FF1_11_03Nov14_Frodo_14-09-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_02_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_02_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_02_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_02_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_03_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_03_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_03_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_03_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_04_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_04_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_04_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_04_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_05_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_05_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_05_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_05_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_07_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_07_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_07_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_07_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_08_27Oct14_Frodo_14-04-13	CR_CS_Z_LF1_08_27Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_08_27Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_08_27Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_LF1_11_17Oct14_Frodo_14-04-13	CR_CS_Z_LF1_11_17Oct14_Frodo_14-04-13	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_LF1_11_17Oct14_Frodo_14-04-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_LF1_11_17Oct14_Frodo_14-04-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
CR_CS_Z_Sec_04_18Sep14_Samwise_14-08-01	CR_CS_Z_Sec_04_18Sep14_Samwise_14-08-01	Neocallimastigomycetes	Rumen	not applicable	not available	Proteome_specialization_of_anaerobic_fungi_during_ruminal_degradation_of_recalcitrant_plant_fiber	Rumen	Rumen	not available	not available	not available	not available	1	CR_CS_Z_Sec_04_18Sep14_Samwise_14-08-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	CR_CS_Z_Sec_04_18Sep14_Samwise_14-08-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Rumen
