source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
SCX_120510_7	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	7	SCX_120510_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120601_1	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	1	SCX_120601_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120601_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120601_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120509_9	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	9	SCX_120509_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120509_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120509_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120508_4	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	4	SCX_120508_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120508_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120508_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120530_2	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	2	SCX_120530_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120530_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120530_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120510_5	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	5	SCX_120510_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120603_10	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	10	SCX_120603_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120603_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120603_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_6	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	6	SCX_120511_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120601_7	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	7	SCX_120601_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120601_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120601_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120601_3	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	3	SCX_120601_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120601_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120601_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120509_5	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	5	SCX_120509_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120509_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120509_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_2	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	2	SCX_120511_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120531_9	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	9	SCX_120531_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120531_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120531_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120530_5	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	5	SCX_120530_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120530_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120530_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120509_8	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	8	SCX_120509_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120509_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120509_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120515_6	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	6	SCX_120515_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120515_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120515_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_8	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	8	SCX_120511_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120515_4	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	4	SCX_120515_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120515_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120515_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120508_9	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	9	SCX_120508_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120508_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120508_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120508_5	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	5	SCX_120508_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120508_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120508_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120530_6	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	6	SCX_120530_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120530_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120530_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120510_8	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	8	SCX_120510_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120508_7	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	7	SCX_120508_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120508_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120508_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120515_5	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	5	SCX_120515_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120515_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120515_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120510_2	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	2	SCX_120510_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120531_8	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	8	SCX_120531_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120531_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120531_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120510_1	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	1	SCX_120510_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_4	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	4	SCX_120511_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120530_1	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	1	SCX_120530_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120530_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120530_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120531_4	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	4	SCX_120531_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120531_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120531_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_9	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	9	SCX_120511_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120530_4	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	4	SCX_120530_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120530_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120530_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120511_10	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	10	SCX_120511_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120511_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120511_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120509_6	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	6	SCX_120509_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120509_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120509_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120509_10	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	10	SCX_120509_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120509_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120509_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
SCX_120510_3	mus musculus	blood	not applicable	not available	enrichment of phosphorylated protein	3	SCX_120510_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	1	1	SCX_120510_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000761/SCX_120510_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	blood
