source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Xu_20151106_HFDmice_D14_HFD3	Xu_20151106_HFDmice_D14_HFD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_HFD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_HFD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D14_HFD4	Xu_20151106_HFDmice_D14_HFD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_HFD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_HFD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D14_NCD1	Xu_20151106_HFDmice_D14_NCD1	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_NCD1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_NCD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D14_NCD2	Xu_20151106_HFDmice_D14_NCD2	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_NCD2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_NCD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D14_NCD3	Xu_20151106_HFDmice_D14_NCD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_NCD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_NCD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D14_NCD4	Xu_20151106_HFDmice_D14_NCD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D14_NCD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D14_NCD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_HFD1	Xu_20151106_HFDmice_D29_HFD1	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_HFD1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_HFD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_HFD2	Xu_20151106_HFDmice_D29_HFD2	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_HFD2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_HFD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_HFD3	Xu_20151106_HFDmice_D29_HFD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_HFD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_HFD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_HFD4	Xu_20151106_HFDmice_D29_HFD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_HFD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_HFD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_NCD1	Xu_20151106_HFDmice_D29_NCD1	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_NCD1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_NCD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_NCD2	Xu_20151106_HFDmice_D29_NCD2	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_NCD2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_NCD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_NCD3	Xu_20151106_HFDmice_D29_NCD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_NCD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_NCD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D29_NCD4	Xu_20151106_HFDmice_D29_NCD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D29_NCD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D29_NCD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_HFD1	Xu_20151106_HFDmice_D43_HFD1	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_HFD1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_HFD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_HFD2	Xu_20151106_HFDmice_D43_HFD2	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_HFD2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_HFD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_HFD3	Xu_20151106_HFDmice_D43_HFD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_HFD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_HFD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_HFD4	Xu_20151106_HFDmice_D43_HFD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_HFD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_HFD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_NCD1	Xu_20151106_HFDmice_D43_NCD1	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_NCD1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_NCD1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_NCD2	Xu_20151106_HFDmice_D43_NCD2	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_NCD2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_NCD2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_NCD3	Xu_20151106_HFDmice_D43_NCD3	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_NCD3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_NCD3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
Xu_20151106_HFDmice_D43_NCD4	Xu_20151106_HFDmice_D43_NCD4	Mouse gut metagenome	feces	not applicable	not available	Mouse_gut_metaproteome_-_MetaPro-IQ_a_universal_metaproteomic_approach_to_studying_human_and_mouse_gut_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	Xu_20151106_HFDmice_D43_NCD4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Xu_20151106_HFDmice_D43_NCD4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
