source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[biorepository]	characteristics[passage number]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[fractionation method]	comment[ms min mz]	comment[ms max mz]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[protein fraction]	factor value[gel cartridge]	factor value[sample type]
RPE1_gel8_odd_GF07	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT132N;AC=PRIDE:0000582	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	21	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	7	8%	study sample
RPE1_gel8_odd_GF25	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT132C;AC=PRIDE:0000583	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	21	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	25	8%	study sample
RPE1_gel8_odd_Std1	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	reference	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT133N;AC=PRIDE:0000632	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	21	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	unfractionated	8%	reference
RPE1_gel8_odd_GF23	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT133C;AC=PRIDE:0000633	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	21	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	23	8%	study sample
RPE1_gel8_odd_Std2	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	reference	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT134N;AC=PRIDE:0000643	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	21	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	unfractionated	8%	reference
RPE1_gel8_odd_GF19	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT126;AC=PRIDE:0000516	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	19	8%	study sample
RPE1_gel8_odd_GF03	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	3	8%	study sample
RPE1_gel8_odd_GF11	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT127C;AC=PRIDE:0000518	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	11	8%	study sample
RPE1_gel8_odd_GF27	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	27	8%	study sample
RPE1_gel8_odd_GF09	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	9	8%	study sample
RPE1_gel8_odd_GF05	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	5	8%	study sample
RPE1_gel8_odd_GF13	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	13	8%	study sample
RPE1_gel8_odd_GF21	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT130N;AC=PRIDE:0000528	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	21	8%	study sample
RPE1_gel8_odd_GF17	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT130C;AC=PRIDE:0000527	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	17	8%	study sample
RPE1_gel8_odd_GF01	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT131N;AC=PRIDE:0000580	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	1	8%	study sample
RPE1_gel8_odd_GF15	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT131C;AC=PRIDE:0000581	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	15	8%	study sample
RPE1_gel8_odd_GF07	Homo sapiens	pigmented layer of retina	normal	retinal pigment epithelial cell	cell	hTERT-RPE1	CVCL_4388	hTERT-RPE1	pigmented layer of retina	infant	1Y	female	not available	ATCC	not available	study sample	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=TMT132N;AC=PRIDE:0000582	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=orbitrap;AC=MS:1000484	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	350m/z	1500m/z	22	1	Beaker_20201226_AK_HStmtpro_px07_8per_Odd_Fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	7	8%	study sample
