source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20160324_15030__Lung_Set2_DR_PS_09	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set2_DR_PS_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set2_DR_PS_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set5_DR_PS_04	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set5_DR_PS_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set5_DR_PS_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set6_DR_PS_11	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set6_DR_PS_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set6_DR_PS_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set1_DR_PS_05	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set1_DR_PS_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set1_DR_PS_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set5_DR_PS_10_160331134654	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set5_DR_PS_10_160331134654	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set5_DR_PS_10_160331134654.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set4_DR_PS_01	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set4_DR_PS_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set4_DR_PS_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set3_DR_PS_08	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set3_DR_PS_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set3_DR_PS_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set6_DR_PS_02	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set6_DR_PS_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set6_DR_PS_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set2_DR_PS_03	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set2_DR_PS_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set2_DR_PS_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
20160324_15030__Lung_Set4_DR_PS_12	Rattus norvegicus	Lung	not available	not available	1	20160324_15030__Lung_Set4_DR_PS_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	20160324_15030__Lung_Set4_DR_PS_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Lung
