source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio6	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_30s_Bio3_R3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_30s_Bio3_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_30s_Bio3_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_30s_Bio3_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio1_R3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio1_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio1_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio1_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
1_QEp2_LC11_SeHu_Phos_Kidney_4	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	4	1_QEp2_LC11_SeHu_Phos_Kidney_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_Phos_Kidney_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_Phos_Kidney_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Insulin_3m_Bio1	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_3m_Bio1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_3m_Bio1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Insulin_3m_Bio1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Insulin_10m_Bio4	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_10m_Bio4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_10m_Bio4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Insulin_10m_Bio4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio6_R2	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio6_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio6_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio6_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_Fasted_Bio3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
1_QEp2_LC11_SeHu_Phos_Hepa1-6_Control_5	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	5	1_QEp2_LC11_SeHu_Phos_Hepa1-6_Control_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_Phos_Hepa1-6_Control_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_Phos_Hepa1-6_Control_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio5_R3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio5_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio5_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Fasted_Bio5_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
1_QEp2_LC11_SeHu_Phos_FL83B_Insulin_5	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	5	1_QEp2_LC11_SeHu_Phos_FL83B_Insulin_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_Phos_FL83B_Insulin_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_Phos_FL83B_Insulin_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Insulin_0.5m_Bio3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_0.5m_Bio3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_0.5m_Bio3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Insulin_0.5m_Bio3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio2_R3	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio2_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio2_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/2_QEp2_LC11_SeHu_LivPhos_Insulin_6m_Bio2_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_15s_Bio6	mus musculus	liver	not applicable	not available	enrichment of phosphorylated protein	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_15s_Bio6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_15s_Bio6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001792/1_QEp2_LC11_SeHu_LivPhos_EarlyInsulin_15s_Bio6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
