source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Run7_EXPA7_B31_1700ng.msf	Run7_EXPA7_B31_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B31_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B31_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_B31_1700ng	Run7_EXPA7_B31_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B31_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B31_1700ng.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_B41_1700ng.msf	Run7_EXPA7_B41_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B41_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B41_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_B51_1700ng.msf	Run7_EXPA7_B51_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B51_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B51_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_B51_1700ng	Run7_EXPA7_B51_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B51_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B51_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_B61_1700ng	Run7_EXPA7_B61_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_B61_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_B61_1700ng.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_C01_1700ng.msf	Run7_EXPA7_C01_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_C01_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_C01_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_C01_1700ng	Run7_EXPA7_C01_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_C01_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_C01_1700ng.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_C31_1700ng	Run7_EXPA7_C31_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_C31_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_C31_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_C41_1700ng	Run7_EXPA7_C41_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_C41_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_C41_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_C61_1700ng	Run7_EXPA7_C61_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_C61_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_C61_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N01_1700ng.msf	Run7_EXPA7_N01_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N01_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N01_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N01_1700ng	Run7_EXPA7_N01_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N01_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N01_1700ng.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N31_1700ng	Run7_EXPA7_N31_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N31_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N31_1700ng.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N61_1700ng	Run7_EXPA7_N61_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N61_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N61_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N71_1700ng.msf	Run7_EXPA7_N71_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N71_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N71_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_N71_1700ng	Run7_EXPA7_N71_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_N71_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_N71_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U31_1700ng	Run7_EXPA7_U31_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U31_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U31_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U41_1700ng.msf	Run7_EXPA7_U41_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U41_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U41_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U41_1700ng	Run7_EXPA7_U41_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U41_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U41_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U61_1700ng.msf	Run7_EXPA7_U61_1700ng.msf	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U61_1700ng.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U61_1700ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U61_1700ng	Run7_EXPA7_U61_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U61_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U61_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run7_EXPA7_U71_1700ng	Run7_EXPA7_U71_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run7_EXPA7_U71_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run7_EXPA7_U71_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
Run8_EXPA7_A11_1700ng	Run8_EXPA7_A11_1700ng	Gammaproteobacteria	freshwater	not applicable	not available	13C_or_15N_labeled_metaproteome_of_phototrophic_microbial_mats_from_Goodenough_soda_lake_in_the_Cariboo_Plateau_region_of_British_Columbia_Canada	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	Run8_EXPA7_A11_1700ng	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	Run8_EXPA7_A11_1700ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
