source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
MP_DH_MWH29042022_S12_DDA01	MP_DH_MWH29042022_S12_DDA01	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S12_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S12_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S12_DDA02	MP_DH_MWH29042022_S12_DDA02	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S12_DDA02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S12_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S13_DDA01	MP_DH_MWH29042022_S13_DDA01	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S13_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S13_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S13_DDA02	MP_DH_MWH29042022_S13_DDA02	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S13_DDA02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S13_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S14_DDA01	MP_DH_MWH29042022_S14_DDA01	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S14_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S14_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S14_DDA02	MP_DH_MWH29042022_S14_DDA02	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S14_DDA02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S14_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S15_DDA01	MP_DH_MWH29042022_S15_DDA01	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S15_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S15_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S15_DDA02	MP_DH_MWH29042022_S15_DDA02	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S15_DDA02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S15_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S1_DDA01	MP_DH_MWH29042022_S1_DDA01	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S1_DDA01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S1_DDA01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
MP_DH_MWH29042022_S1_DDA02	MP_DH_MWH29042022_S1_DDA02	Methanobrevibacter	not available	not applicable	not available	Metaproteomics_of_electrosynthetic_biofilm_communities	not available	not available	not available	not available	not available	not available	1	MP_DH_MWH29042022_S1_DDA02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	MP_DH_MWH29042022_S1_DDA02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
