source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2021_07_02_NJ_Basak_1_PCL_2_freeLiv	2021_07_02_NJ_Basak_1_PCL_2_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_1_PCL_2_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_1_PCL_2_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_20_PCL_1_filmAttached	2021_07_02_NJ_Basak_20_PCL_1_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_20_PCL_1_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_20_PCL_1_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_21_ECovio_2_filmAttached	2021_07_02_NJ_Basak_21_ECovio_2_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_21_ECovio_2_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_21_ECovio_2_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_22_PBS_3_filmAttached	2021_07_02_NJ_Basak_22_PBS_3_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_22_PBS_3_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_22_PBS_3_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_23_PBS_1_freeLiv	2021_07_02_NJ_Basak_23_PBS_1_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_23_PBS_1_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_23_PBS_1_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_24_PCL_4_filmAttached	2021_07_02_NJ_Basak_24_PCL_4_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_24_PCL_4_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_24_PCL_4_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_2_ECovio_3_freeLiv	2021_07_02_NJ_Basak_2_ECovio_3_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_2_ECovio_3_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_2_ECovio_3_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_3_PBS_4_freeLiv	2021_07_02_NJ_Basak_3_PBS_4_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_3_PBS_4_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_3_PBS_4_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_4_PCL_3_freeLiv	2021_07_02_NJ_Basak_4_PCL_3_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_4_PCL_3_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_4_PCL_3_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_5_PCL_2_filmAttached	2021_07_02_NJ_Basak_5_PCL_2_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_5_PCL_2_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_5_PCL_2_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_6_ECovio_2_freeLiv	2021_07_02_NJ_Basak_6_ECovio_2_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_6_ECovio_2_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_6_ECovio_2_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_7_PBS_2_freeLiv	2021_07_02_NJ_Basak_7_PBS_2_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_7_PBS_2_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_7_PBS_2_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_8_ECovio_1_freeLiv	2021_07_02_NJ_Basak_8_ECovio_1_freeLiv	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_8_ECovio_1_freeLiv	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_8_ECovio_1_freeLiv.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_9_PBS_4_filmAttached	2021_07_02_NJ_Basak_9_PBS_4_filmAttached	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_9_PBS_4_filmAttached	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_9_PBS_4_filmAttached.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
2021_07_02_NJ_Basak_summary_1-24.msf	2021_07_02_NJ_Basak_summary_1-24.msf	Alcanivorax	soil	not applicable	not available	Plastics_investigated_can_be_mineralized_by_bacteria_naturally_occurring_within_the_marine_environment	soil	soil	not available	not available	not available	not available	soil microbiome	1	2021_07_02_NJ_Basak_summary_1-24.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2021_07_02_NJ_Basak_summary_1-24.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
