source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	factor value[source name]
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	10	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	11	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	12	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	13	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	14	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	15	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	16	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	17	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	18	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	19	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	20	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	21	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	22	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	23	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-untreated-2	homo sapiens	cell culture	melanoma cell	2	melanoma	cell line	untreated	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	1	Ctrl2_s6_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	24	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-untreated-2
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	9	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
MD55A3-hpHRP-ifn-1	homo sapiens	cell culture	melanoma cell	1	melanoma	cell line	Interferon Gamma	not applicable	not available	not available	not available	not available	MD55A3	not available	not available	not available	not available	not available	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	1	IFNy1_s8_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	label free sample	10	NT=HCD;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	29 NCE	not available	20 ppm	not available	not available	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;TA=*;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	375m/z-1500m/z	not available	MD55A3-hpHRP-ifn-1
