source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
AL_3W_3	AL_3W_3	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_3W_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_3W_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_3W_3_Host.msf	AL_3W_3_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_3W_3_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_3W_3_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_1	AL_5W_1	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_1_Host.msf	AL_5W_1_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_1_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_1_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_2	AL_5W_2	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_2_Host.msf	AL_5W_2_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_2_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_2_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_3	AL_5W_3	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_5W_3_Host.msf	AL_5W_3_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_5W_3_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_5W_3_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_1	AL_8W_1	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_1_Host.msf	AL_8W_1_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_1_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_1_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_2	AL_8W_2	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_2_Host.msf	AL_8W_2_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_2_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_2_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_3	AL_8W_3	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
AL_8W_3_Host.msf	AL_8W_3_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	AL_8W_3_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	AL_8W_3_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_1	CR-to-AL_1W_1	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_1_Host.msf	CR-to-AL_1W_1_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_1_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_1_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_2	CR-to-AL_1W_2	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_2_Host.msf	CR-to-AL_1W_2_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_2_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_2_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_3	CR-to-AL_1W_3	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_3_Host.msf	CR-to-AL_1W_3_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_3_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_3_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_4	CR-to-AL_1W_4	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_4_Host.msf	CR-to-AL_1W_4_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_4_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_4_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_5	CR-to-AL_1W_5	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR-to-AL_1W_5_Host.msf	CR-to-AL_1W_5_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR-to-AL_1W_5_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR-to-AL_1W_5_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR_1.5y_1	CR_1.5y_1	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR_1.5y_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR_1.5y_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR_1.5y_1_Host.msf	CR_1.5y_1_Host.msf	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR_1.5y_1_Host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR_1.5y_1_Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
CR_1.5y_2	CR_1.5y_2	Rat gut metagenome	Feces	not applicable	not available	Caloric_restriction_and_rat_fecal_microbiota	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	CR_1.5y_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	CR_1.5y_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
