source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_01	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_01	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_02	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_02	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_03	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_03	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_04	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_04	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_05	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_05	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_06	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_06	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_09	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_09	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run1_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_02	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_02	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_03	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_03	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_04	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_04	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_05	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_05	Escherichia coli	not available	not applicable	not available	Sipros_Ensemble_Improves_Database_Searching_and_Filtering_for_Complex_Metaproteomics	not available	not available	not available	not available	not available	not available	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
