source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
210520_DDA_240min_CoFeZe_2ug_Fe_B12.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_B12	210520_DDA_240min_CoFeZe_2ug_Fe_B12.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_B12	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_B12.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_B12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_B12.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_B12.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_B12	210520_DDA_240min_CoFeZe_2ug_Fe_B12	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_B12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_B12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_high_agc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn	210520_DDA_240min_CoFeZe_2ug_Fe_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_Zn	210520_DDA_240min_CoFeZe_2ug_Fe_Zn	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Fe_Zn_high_agc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Zn	210520_DDA_240min_CoFeZe_2ug_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Zn	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Zn	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Zn.mzid_210520_DDA_240min_CoFeZe_2ug_Zn.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Zn	210520_DDA_240min_CoFeZe_2ug_Zn	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Zn	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Zn.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.mzid_210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	Marine metagenome	Cellular response to environmental stimulus	not applicable	Disease free	Zinc_stimulation_of_phytoplankton_in_a_low_carbon_dioxide_coastal_Antarctic_environment_evidence_for_the_Zn_hypothesis	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	210520_DDA_240min_CoFeZe_2ug_Zn_high_agc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cellular response to environmental stimulus
