source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_60min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_60min_gradient_1	proteomic profiling by mass spectrometry	2	Ecoli_60min_gradient_SWATH2.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_60min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_60min_gradient_2	proteomic profiling by mass spectrometry	4	Ecoli_60min_gradient_SWATH4.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_15min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_15min_gradient_1	proteomic profiling by mass spectrometry	5	Ecoli_15min_gradient_SWATH5.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_15min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_15min_gradient_2	proteomic profiling by mass spectrometry	4	Ecoli_15min_gradient_SWATH4.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_15min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_15min_gradient_3	proteomic profiling by mass spectrometry	2	Ecoli_15min_gradient_SWATH2.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_15min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_15min_gradient_4	proteomic profiling by mass spectrometry	3	Ecoli_15min_gradient_SWATH3.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_10hrs_Rep2	Escherichia coli	not available	not available	1	not available	Ecoli_10hrs_Rep2_1	proteomic profiling by mass spectrometry	1	Ecoli_10hrs_Rep2_SW1.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_10hrs_Rep2	Escherichia coli	not available	not available	1	not available	Ecoli_10hrs_Rep2_2	proteomic profiling by mass spectrometry	2	Ecoli_10hrs_Rep2_SW2.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_10hrs_Rep2	Escherichia coli	not available	not available	1	not available	Ecoli_10hrs_Rep2_3	proteomic profiling by mass spectrometry	3	Ecoli_10hrs_Rep2_SW3.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_30min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_30min_gradient_5	proteomic profiling by mass spectrometry	1	Ecoli_30min_gradient_SWATH1.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_60min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_60min_gradient_3	proteomic profiling by mass spectrometry	3	Ecoli_60min_gradient_SWATH3.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_60min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_60min_gradient_4	proteomic profiling by mass spectrometry	5	Ecoli_60min_gradient_SWATH5.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_60min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_60min_gradient_5	proteomic profiling by mass spectrometry	1	Ecoli_60min_gradient_SWATH1.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
Ecoli_15min_gradient	Escherichia coli	not available	not available	1	not available	Ecoli_15min_gradient_5	proteomic profiling by mass spectrometry	1	Ecoli_15min_gradient_SWATH1.wiff	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=tripletof 6600;AC=MS:1002533	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.02 Da	not available
