source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20230323_HF1_MaRa_SA_P0196_W_1_E_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_1_E_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_1_E_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_1_E_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_1_E_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_1_E_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_C_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_C_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_C_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_C_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_C_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_C_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_C_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_C_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_C_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_C_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_E_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_E_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_E_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_E_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_E_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_E_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_E_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_E_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_E_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_20_E_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_20_E_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_20_E_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_C_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_C_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_C_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_C_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_C_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_C_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_C_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_C_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_C_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_C_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_E_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_E_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_E_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_E_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_E_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_E_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_E_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_E_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_E_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_63_E_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_63_E_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_63_E_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_C_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_C_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_C_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_C_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_C_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_C_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_C_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_C_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_C_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_C_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_E_1	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_E_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_E_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_E_2	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_E_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_E_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_E_3	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_E_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_E_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20230323_HF1_MaRa_SA_P0196_W_E_4	Saccharomyces cerevisiae	cell culture	not available	1	20230323_HF1_MaRa_SA_P0196_W_E_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20230323_HF1_MaRa_SA_P0196_W_E_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
