source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[collection fraction]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]	factor value[treatment]	factor value[collection fraction]
Solanum_tuberosum_Princ_root_flg22_rep2	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	2	RK-Solanum-root-FLG22-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-FLG22-02.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	flagellin	not applicable
Solanum_tuberosum_Princ_root_flg22_rep3	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	3	RK-Solanum-root-FLG22-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-FLG22-03.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	flagellin	not applicable
Solanum_tuberosum_Princ_root_flg22_rep4	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	4	RK-Solanum-root-FLG22-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-FLG22-04.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	flagellin	not applicable
Solanum_tuberosum_Princ_root_flg22_rep5	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	5	RK-Solanum-root-FLG22-05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-FLG22-05.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	flagellin	not applicable
Solanum_tuberosum_Princ_root_mock_rep1	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	1	RK-Solanum-root-mock-01_20240421001510	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-mock-01_20240421001510.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_root_mock_rep2	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	2	RK-Solanum-root-mock-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-mock-02.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_root_mock_rep3	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	3	RK-Solanum-root-mock-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-mock-03.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_root_mock_rep4	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	4	RK-Solanum-root-mock-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-mock-04.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_root_mock_rep5	Solanum tuberosum	root	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	5	RK-Solanum-root-mock-05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-root-mock-05.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	root	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_tissue_flg22_rep1	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	1	RK-Solanum-tissue-FLG22-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-FLG22-01.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	flagellin	not applicable
Solanum_tuberosum_Princ_tissue_flg22_rep2	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	2	RK-Solanum-tissue-FLG22-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-FLG22-02.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	flagellin	not applicable
Solanum_tuberosum_Princ_tissue_flg22_rep3	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	3	RK-Solanum-tissue-FLG22-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-FLG22-03.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	flagellin	not applicable
Solanum_tuberosum_Princ_tissue_flg22_rep4	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	flagellin	organism part	study sample	4	RK-Solanum-tissue-FLG22-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-FLG22-04.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	flagellin	not applicable
Solanum_tuberosum_Princ_tissue_mock_rep1	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	1	RK-Solanum-tissue-mock-01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-mock-01.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_tissue_mock_rep2	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	2	RK-Solanum-tissue-mock-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-mock-02.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_tissue_mock_rep3	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	3	RK-Solanum-tissue-mock-03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-mock-03.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_tissue_mock_rep4	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	4	RK-Solanum-tissue-mock-04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-mock-04.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	mock (Silwet L-77)	not applicable
Solanum_tuberosum_Princ_tissue_mock_rep5	Solanum tuberosum	shoot system	not applicable	normal	sporophyte vegetative stage	Princ	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 6 weeks from tubers	mock (Silwet L-77)	organism part	study sample	5	RK-Solanum-tissue-mock-05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-Solanum-tissue-mock-05.raw	not applicable	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system	mock (Silwet L-77)	not applicable
Hordeum_vulgare_Sebastian_sap_flg22_rep1	Hordeum vulgare	shoot system xylem sap	not applicable	normal	seedling development stage	Sebastian	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 3 weeks from surface-sterilized seed	flagellin	organism part	study sample	1	RK-barley-FLG-22-01-F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-barley-FLG-22-01-F3.raw	F3 (75-135 min)	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system xylem sap	flagellin	F3 (75-135 min)
Hordeum_vulgare_Sebastian_sap_flg22_rep2	Hordeum vulgare	shoot system xylem sap	not applicable	normal	seedling development stage	Sebastian	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 3 weeks from surface-sterilized seed	flagellin	organism part	study sample	2	RK-barley-FLG-22-02-F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-barley-FLG-22-02-F3.raw	F3 (75-135 min)	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system xylem sap	flagellin	F3 (75-135 min)
Hordeum_vulgare_Sebastian_sap_flg22_rep3	Hordeum vulgare	shoot system xylem sap	not applicable	normal	seedling development stage	Sebastian	Potgrond H soil, 12 h photoperiod, 21 C, 100 micromol m-2 s-1, 3 weeks from surface-sterilized seed	flagellin	organism part	study sample	3	RK-barley-FLG-22-03-F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;PP=Protein N-term;MT=Variable	not available	5 ppm	0.1 Da	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	1	RK-barley-FLG-22-03-F3.raw	F3 (75-135 min)	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	shoot system xylem sap	flagellin	F3 (75-135 min)
