source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
11_SC_day0_140min_600ng_Rep4_Run5	11_SC_day0_140min_600ng_Rep4_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SC_day0_140min_600ng_Rep4_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SC_day0_140min_600ng_Rep4_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
11_SC_end_140min_600ng_Rep.msf	11_SC_end_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SC_end_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SC_end_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
11_SC_end_140min_600ng_Rep1_Run5	11_SC_end_140min_600ng_Rep1_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SC_end_140min_600ng_Rep1_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SC_end_140min_600ng_Rep1_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
11_SC_end_140min_600ng_Rep4_Run5	11_SC_end_140min_600ng_Rep4_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SC_end_140min_600ng_Rep4_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SC_end_140min_600ng_Rep4_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
11_SOYO_140min_600ng_Rep.msf	11_SOYO_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SOYO_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SOYO_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
11_SOYO_140min_600ng_Rep2_Run5	11_SOYO_140min_600ng_Rep2_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	11_SOYO_140min_600ng_Rep2_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	11_SOYO_140min_600ng_Rep2_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_BAS_140min_600ng_Rep2_Run5	12_BAS_140min_600ng_Rep2_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_BAS_140min_600ng_Rep2_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_BAS_140min_600ng_Rep2_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_CEL_140min_600ng_Rep.msf	12_CEL_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_CEL_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_CEL_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_INU_140min_600ng_Rep4_Run5	12_INU_140min_600ng_Rep4_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_INU_140min_600ng_Rep4_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_INU_140min_600ng_Rep4_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_SC_day0_140min_600ng_Rep.msf	12_SC_day0_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_SC_day0_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_SC_day0_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_SC_day0_140min_600ng_Rep1_Run5	12_SC_day0_140min_600ng_Rep1_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_SC_day0_140min_600ng_Rep1_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_SC_day0_140min_600ng_Rep1_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_SC_end_140min_600ng_Rep.msf	12_SC_end_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_SC_end_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_SC_end_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_SOYO_140min_600ng_Rep.msf	12_SOYO_140min_600ng_Rep.msf	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_SOYO_140min_600ng_Rep.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_SOYO_140min_600ng_Rep.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
12_SOYO_140min_600ng_Rep1_Run5	12_SOYO_140min_600ng_Rep1_Run5	human gut metagenome	Feces	not applicable	not available	Linking_Intestinal_Microorganisms_to_their_Diet-derived_Growth_Substrates_Using_Protein_Stable_Isotope_Fingerprinting_Protein-SIF	feces	feces	7.6, 0.1	not available	not available	not available	gut microbiome	Homo sapiens	Feces	not available	1	12_SOYO_140min_600ng_Rep1_Run5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	12_SOYO_140min_600ng_Rep1_Run5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
