source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[cell type]	factor value[organism part]
DC_EC_16	Mus musculus	colon	epithelial cell	8	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_Ep_04_pH5	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_Ep_04_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	epithelial cell	colon
DC_EC_16	Mus musculus	colon	epithelial cell	8	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_Ep_04_pH6	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_Ep_04_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	epithelial cell	colon
DC_EC_16	Mus musculus	colon	epithelial cell	8	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_Ep_04_pH8	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_Ep_04_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	epithelial cell	colon
DC_EC_16	Mus musculus	colon	epithelial cell	8	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_Ep_04_pH11	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_Ep_04_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	epithelial cell	colon
DC_GC_01	Mus musculus	colon	goblet cell	1	not pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_01	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03	Mus musculus	colon	goblet cell	2	not pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_03	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_end	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_end.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH3	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH4	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH5	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH6	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH8	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH11	proteomic profiling by mass spectrometry	1	161222_QEx_LA_MS580_GC_01_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_03_05_SAX	Mus musculus	colon	goblet cell	1	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_01_pH3_02	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_01_pH3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_05	Mus musculus	colon	goblet cell	3	not pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_05	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_09	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_end	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_end.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH3	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH4	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH5	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH6	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH8	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_09	Mus musculus	colon	goblet cell	4	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_02_pH11	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_02_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_11	Mus musculus	colon	goblet cell	5	pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_11	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_13	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_end	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_end.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH3	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH4	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH5	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH6	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH8	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_13	Mus musculus	colon	goblet cell	6	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_03_pH11	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_03_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_15	Mus musculus	colon	goblet cell	7	pooled	not available	cell	adult	male	170821_QEx_LA_MS580_50cm_15	proteomic profiling by mass spectrometry	1	170821_QEx_LA_MS580_50cm_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_15	Mus musculus	colon	goblet cell	7	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_04_end	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_04_end.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_15	Mus musculus	colon	goblet cell	7	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_04_pH3	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_04_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
DC_GC_15	Mus musculus	colon	goblet cell	7	pooled	not available	cell	adult	male	161222_QEx_LA_MS580_GC_04_pH4	proteomic profiling by mass spectrometry	2	161222_QEx_LA_MS580_GC_04_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	goblet cell	colon
