source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
02_Reticulum_luminal_DB1.msf	02_Reticulum_luminal_DB1.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_luminal_DB1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_luminal_DB1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
02_Reticulum_luminal_DB2.msf	02_Reticulum_luminal_DB2.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_luminal_DB2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_luminal_DB2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
02_Reticulum_mucosal	02_Reticulum_mucosal	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_mucosal	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_mucosal.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
02_Reticulum_mucosal_DB-Host.msf	02_Reticulum_mucosal_DB-Host.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_mucosal_DB-Host.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_mucosal_DB-Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
02_Reticulum_mucosal_DB1.msf	02_Reticulum_mucosal_DB1.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_mucosal_DB1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_mucosal_DB1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
02_Reticulum_mucosal_DB2.msf	02_Reticulum_mucosal_DB2.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	02_Reticulum_mucosal_DB2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	02_Reticulum_mucosal_DB2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_luminal	03_Omasum_luminal	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_luminal	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_luminal.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_luminal_DB-Host.msf	03_Omasum_luminal_DB-Host.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_luminal_DB-Host.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_luminal_DB-Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_luminal_DB1.msf	03_Omasum_luminal_DB1.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_luminal_DB1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_luminal_DB1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_luminal_DB2.msf	03_Omasum_luminal_DB2.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_luminal_DB2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_luminal_DB2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_mucosal	03_Omasum_mucosal	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_mucosal	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_mucosal.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_mucosal_DB-Host.msf	03_Omasum_mucosal_DB-Host.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_mucosal_DB-Host.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_mucosal_DB-Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_mucosal_DB1.msf	03_Omasum_mucosal_DB1.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_mucosal_DB1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_mucosal_DB1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
03_Omasum_mucosal_DB2.msf	03_Omasum_mucosal_DB2.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	03_Omasum_mucosal_DB2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	03_Omasum_mucosal_DB2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
04_Abomasum_luminal	04_Abomasum_luminal	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	04_Abomasum_luminal	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	04_Abomasum_luminal.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
04_Abomasum_luminal_DB-Host.msf	04_Abomasum_luminal_DB-Host.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	04_Abomasum_luminal_DB-Host.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	04_Abomasum_luminal_DB-Host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
04_Abomasum_luminal_DB1.msf	04_Abomasum_luminal_DB1.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	04_Abomasum_luminal_DB1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	04_Abomasum_luminal_DB1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
04_Abomasum_luminal_DB2.msf	04_Abomasum_luminal_DB2.msf	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	04_Abomasum_luminal_DB2.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	04_Abomasum_luminal_DB2.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
04_Abomasum_mucosal	04_Abomasum_mucosal	Microbiota	Jejunum	not applicable	not available	Multi-omic_biogeography_of_the_gastrointestinal_microbiota_of_a_pre-weaned_lamb	feces	feces	not available	not available	not available	not available	gut microbiome	Microbiota	Jejunum	not available	1	04_Abomasum_mucosal	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	04_Abomasum_mucosal.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Jejunum
