source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
KO_rep1_stressed_3	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	3	20201127_212_KO_rep1_stressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep2_unstressed_2	Escherichia coli	cell	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	2	20201201_231_KO_rep2_unstressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_rep3_stressed_6	Escherichia coli	cell	not available	3	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	6	20201127_132_WT_rep3_stressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep2_unstressed_3	Escherichia coli	cell	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	3	20201202_211_KO_rep2_unstressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep2_unstressed_4	Escherichia coli	cell	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	4	20201127_221_KO_rep2_unstressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep1_stressed_4	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	4	20201202_232_KO_rep1_stressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep2_unstressed_5	Escherichia coli	cell	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	5	20201201_231_KO_rep2_unstressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_rep1_unstressed_3	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	3	20201202_131_WT_rep1_unstressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_rep1_unstressed_4	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	4	20201202_131_WT_rep1_unstressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep2_unstressed_6	Escherichia coli	cell	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	6	20201202_211_KO_rep2_unstressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_rep1_unstressed_5	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	5	20201127_111_WT_rep1_unstressed_MF_i01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
WT_rep1_unstressed_6	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	6	20201127_111_WT_rep1_unstressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
KO_rep1_stressed_5	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	5	20201201_222_KO_rep1_stressed_MF_i02.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap;AC=MS:1000449	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.4 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
