source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
124_SGBS_d6_3_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d6_3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d6_3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d6_3_F2	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d6_3_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d6_3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d0_3_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d0_3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d0_3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d0_1_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d0_1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d0_1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d0_2_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d0_2_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d0_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d0_3_F2	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d0_3_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d0_3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d12_1_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d12_1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d12_1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d12_2_F2	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d12_2_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d12_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d12_3_F1	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d12_3_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d12_3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
124_SGBS_d6_1_F2	Homo sapiens	Subcutaneous preadipocyte	not available	not available	not available	1	124_SGBS_d6_1_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	124_SGBS_d6_1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Subcutaneous preadipocyte
