source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
230520_VE1_PM4_AOs_ATS_Feord_GFZ_18A_10	230520_VE1_PM4_AOs_ATS_Feord_GFZ_18A_10	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230520_VE1_PM4_AOs_ATS_Feord_GFZ_18A_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230520_VE1_PM4_AOs_ATS_Feord_GFZ_18A_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_01	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_01	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_02	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_02	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_03	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_03	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_04	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_04	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_05	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_05	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_06	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_06	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_07	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_07	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_08	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_08	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_09	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_09	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_10	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_10	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230521_VE1_PM4_AOs_ATS_Feord_GFZ_18B_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
230522_VE1_PM4_AOs_ATS_Feord_GFZ_18C_01	230522_VE1_PM4_AOs_ATS_Feord_GFZ_18C_01	Unclassified bacteria	freshwater	not applicable	not available	Algae-dominated_metaproteomes_uncover_cellular_adaptations_to_life_on_the_Greenland_Ice_Sheet	freshwater	freshwater	7.5, 0.1	not available	not available	not available	freshwater microbiome	1	230522_VE1_PM4_AOs_ATS_Feord_GFZ_18C_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	230522_VE1_PM4_AOs_ATS_Feord_GFZ_18C_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	freshwater
