source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
190720_QE1_PM1_ThS_POMPU_180320_A_11	190720_QE1_PM1_ThS_POMPU_180320_A_11	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190720_QE1_PM1_ThS_POMPU_180320_A_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190720_QE1_PM1_ThS_POMPU_180320_A_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190720_QE1_PM1_ThS_POMPU_180320_A_16	190720_QE1_PM1_ThS_POMPU_180320_A_16	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190720_QE1_PM1_ThS_POMPU_180320_A_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190720_QE1_PM1_ThS_POMPU_180320_A_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190720_QE1_PM1_ThS_POMPU_180320_A_17	190720_QE1_PM1_ThS_POMPU_180320_A_17	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190720_QE1_PM1_ThS_POMPU_180320_A_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190720_QE1_PM1_ThS_POMPU_180320_A_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190805_QE1_PM1_ThS_POMPU_180426_A_10	190805_QE1_PM1_ThS_POMPU_180426_A_10	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190805_QE1_PM1_ThS_POMPU_180426_A_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190805_QE1_PM1_ThS_POMPU_180426_A_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190805_QE1_PM1_ThS_POMPU_180426_A_14	190805_QE1_PM1_ThS_POMPU_180426_A_14	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190805_QE1_PM1_ThS_POMPU_180426_A_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190805_QE1_PM1_ThS_POMPU_180426_A_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190911_QE1_PM1_ThS_POMPU_180524_A_06	190911_QE1_PM1_ThS_POMPU_180524_A_06	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190911_QE1_PM1_ThS_POMPU_180524_A_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190911_QE1_PM1_ThS_POMPU_180524_A_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190913_QE1_PM1_ThS_POMPU_180508_A_05	190913_QE1_PM1_ThS_POMPU_180508_A_05	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190913_QE1_PM1_ThS_POMPU_180508_A_05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190913_QE1_PM1_ThS_POMPU_180508_A_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190913_QE1_PM1_ThS_POMPU_180508_A_06	190913_QE1_PM1_ThS_POMPU_180508_A_06	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190913_QE1_PM1_ThS_POMPU_180508_A_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190913_QE1_PM1_ThS_POMPU_180508_A_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190913_QE1_PM1_ThS_POMPU_180508_A_10	190913_QE1_PM1_ThS_POMPU_180508_A_10	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190913_QE1_PM1_ThS_POMPU_180508_A_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190913_QE1_PM1_ThS_POMPU_180508_A_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190913_QE1_PM1_ThS_POMPU_180508_A_11	190913_QE1_PM1_ThS_POMPU_180508_A_11	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190913_QE1_PM1_ThS_POMPU_180508_A_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190913_QE1_PM1_ThS_POMPU_180508_A_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190913_QE1_PM1_ThS_POMPU_180508_A_15	190913_QE1_PM1_ThS_POMPU_180508_A_15	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190913_QE1_PM1_ThS_POMPU_180508_A_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190913_QE1_PM1_ThS_POMPU_180508_A_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
190915_QE1_PM1_ThS_POMPU_180522_A_01	190915_QE1_PM1_ThS_POMPU_180522_A_01	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2018_spring_bloom_free-living_bacteriabacteria	sea water	sea water	7.5, 0.1	not available	not available	not available	marine microbiome	1	190915_QE1_PM1_ThS_POMPU_180522_A_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	190915_QE1_PM1_ThS_POMPU_180522_A_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
