source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20210114_Weissrot_325_T12_trypsin_EThcD_120min_2uL	20210114_Weissrot_325_T12_trypsin_EThcD_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210114_Weissrot_325_T12_trypsin_EThcD_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210114_Weissrot_325_T12_trypsin_EThcD_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210114_Weissrot_329_T0_nodigest_DDA_120min_2uL	20210114_Weissrot_329_T0_nodigest_DDA_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210114_Weissrot_329_T0_nodigest_DDA_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210114_Weissrot_329_T0_nodigest_DDA_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210114_Weissrot_330_T2_nodigest_DDA_120min_2uL	20210114_Weissrot_330_T2_nodigest_DDA_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210114_Weissrot_330_T2_nodigest_DDA_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210114_Weissrot_330_T2_nodigest_DDA_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210114_Weissrot_331_T5_nodigest_DDA_120min_2uL	20210114_Weissrot_331_T5_nodigest_DDA_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210114_Weissrot_331_T5_nodigest_DDA_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210114_Weissrot_331_T5_nodigest_DDA_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210115_Weissrot_329_T0_nodigest_EThcD_120min_2uL	20210115_Weissrot_329_T0_nodigest_EThcD_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210115_Weissrot_329_T0_nodigest_EThcD_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210115_Weissrot_329_T0_nodigest_EThcD_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210115_Weissrot_330_T2_nodigest_EThcD_120min_2uL	20210115_Weissrot_330_T2_nodigest_EThcD_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210115_Weissrot_330_T2_nodigest_EThcD_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210115_Weissrot_330_T2_nodigest_EThcD_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210115_Weissrot_331_T5_nodigest_EThcD_120min_2uL	20210115_Weissrot_331_T5_nodigest_EThcD_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210115_Weissrot_331_T5_nodigest_EThcD_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210115_Weissrot_331_T5_nodigest_EThcD_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210115_Weissrot_332_T12_nodigest_DDA_120min_2uL	20210115_Weissrot_332_T12_nodigest_DDA_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210115_Weissrot_332_T12_nodigest_DDA_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210115_Weissrot_332_T12_nodigest_DDA_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210117_Weissrot_322_T0_trypsin_DDA_120min_2uL_dup	20210117_Weissrot_322_T0_trypsin_DDA_120min_2uL_dup	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210117_Weissrot_322_T0_trypsin_DDA_120min_2uL_dup	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210117_Weissrot_322_T0_trypsin_DDA_120min_2uL_dup.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210117_Weissrot_323_T2_trypsin_DDA_120min_2uL_dup	20210117_Weissrot_323_T2_trypsin_DDA_120min_2uL_dup	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210117_Weissrot_323_T2_trypsin_DDA_120min_2uL_dup	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210117_Weissrot_323_T2_trypsin_DDA_120min_2uL_dup.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210117_Weissrot_324_T5_trypsin_DDA_120min_2uL_dup	20210117_Weissrot_324_T5_trypsin_DDA_120min_2uL_dup	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210117_Weissrot_324_T5_trypsin_DDA_120min_2uL_dup	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210117_Weissrot_324_T5_trypsin_DDA_120min_2uL_dup.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
20210117_Weissrot_325_T12_trypsin_DDA_120min_2uL_dup	20210117_Weissrot_325_T12_trypsin_DDA_120min_2uL_dup	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20210117_Weissrot_325_T12_trypsin_DDA_120min_2uL_dup	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20210117_Weissrot_325_T12_trypsin_DDA_120min_2uL_dup.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
2021015_Weissrot_332_T12_nodigest_EThcD_120min_2uL	2021015_Weissrot_332_T12_nodigest_EThcD_120min_2uL	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	2021015_Weissrot_332_T12_nodigest_EThcD_120min_2uL	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	2021015_Weissrot_332_T12_nodigest_EThcD_120min_2uL.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
322-T0dig-all-noenz-PEAKS107_peptides.pep.xml	322-T0dig-all-noenz-PEAKS107_peptides.pep.xml	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	322-T0dig-all-noenz-PEAKS107_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	322-T0dig-all-noenz-PEAKS107_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
322-T0dig-all-noenz_DENOVO106_DN.xml	322-T0dig-all-noenz_DENOVO106_DN.xml	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	322-T0dig-all-noenz_DENOVO106_DN.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	322-T0dig-all-noenz_DENOVO106_DN.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
322-T0dig-all_DENOVO_74_DN.xml	322-T0dig-all_DENOVO_74_DN.xml	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	322-T0dig-all_DENOVO_74_DN.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	322-T0dig-all_DENOVO_74_DN.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
322-T0dig-all_PEAKS_75_DNO.xml	322-T0dig-all_PEAKS_75_DNO.xml	marine metagenome	Photosynthetic cell	not applicable	not available	Degradation_of_diatom_protein_in_seawater_a_peptide-level_view	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	322-T0dig-all_PEAKS_75_DNO.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	322-T0dig-all_PEAKS_75_DNO.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
