source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[detection batch]
TMTpro 16plex set b1	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	7	1	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b1
TMTpro 16plex set b1	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	8	1	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b1
TMTpro 16plex set b1	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	9	1	CAA20220620yexf_wosp00002_TMT16plex_60min_b1_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b1
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	10	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	11	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	12	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	13	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	14	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	15	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	16	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	17	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	18	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	19	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	2	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	20	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	21	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	22	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	23	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	24	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	25	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	26	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	27	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	28	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	29	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	3	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	30	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
TMTpro 16plex set b2	Homo sapiens	lung	lung adenocarcinoma	tissue	1	not available	not available	not available	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=TMTpro;TA=K;MT=Fixed;AC=UNIMOD:2016	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	4	1	CAA20220621yexf_wosp00002_TMT16plex_60min_b2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	b2
