source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
E1_C2_L	E1_C2_L	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C2_L	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C2_L.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C2_L_2	E1_C2_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C2_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C2_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_1	E1_C3_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_2	E1_C3_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_H	E1_C3_H	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_H_2	E1_C3_H_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_H_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_H_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_L	E1_C3_L	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_L	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_L.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_C3_L_2	E1_C3_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_C3_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_C3_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_1	E1_J1_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_2	E1_J1_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_H_1	E1_J1_H_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_H_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_H_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_H_2	E1_J1_H_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_H_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_H_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_L_1	E1_J1_L_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_L_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_L_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J1_L_2	E1_J1_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J1_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J1_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_1	E1_J2_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_2	E1_J2_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_H_1	E1_J2_H_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_H_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_H_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_H_2	E1_J2_H_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_H_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_H_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_L_1	E1_J2_L_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_L_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_L_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J2_L_2	E1_J2_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J2_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J2_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_1	E1_J3_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_2	E1_J3_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_H_1	E1_J3_H_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_H_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_H_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_H_2	E1_J3_H_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_H_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_H_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_L_1	E1_J3_L_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_L_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_L_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_L_1_190607233712	E1_J3_L_1_190607233712	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_L_1_190607233712	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_L_1_190607233712.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E1_J3_L_2	E1_J3_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E1_J3_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E1_J3_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_1	E2_C1_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_2	E2_C1_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_H	E2_C1_H	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_H_1	E2_C1_H_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_H_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_H_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_H_2	E2_C1_H_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_H_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_H_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_L	E2_C1_L	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_L	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_L.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_L_1	E2_C1_L_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_L_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_L_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C1_L_2	E2_C1_L_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C1_L_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C1_L_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C2_1	E2_C2_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C2_2	E2_C2_2	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C2_H	E2_C2_H	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C2_H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C2_H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
E2_C2_H_1	E2_C2_H_1	Escherichia coli	sea water	not applicable	not available	jellyfish_detritus_degrading_microbiome	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	E2_C2_H_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	not available	1	1	E2_C2_H_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
