source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
200107_Tom_3_1.mzid_200107_Tom_3_1	200107_Tom_3_1.mzid_200107_Tom_3_1	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_1.mzid_200107_Tom_3_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_1.mzid_200107_Tom_3_1.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_1	200107_Tom_3_1	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_2.mzid_200107_Tom_3_2	200107_Tom_3_2.mzid_200107_Tom_3_2	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_2.mzid_200107_Tom_3_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_2.mzid_200107_Tom_3_2.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_2	200107_Tom_3_2	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_3.mzid_200107_Tom_3_3	200107_Tom_3_3.mzid_200107_Tom_3_3	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_3.mzid_200107_Tom_3_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_3.mzid_200107_Tom_3_3.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_3	200107_Tom_3_3	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_4.mzid_200107_Tom_3_4	200107_Tom_3_4.mzid_200107_Tom_3_4	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_4.mzid_200107_Tom_3_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_4.mzid_200107_Tom_3_4.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_4	200107_Tom_3_4	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_5.mzid_200107_Tom_3_5	200107_Tom_3_5.mzid_200107_Tom_3_5	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_5.mzid_200107_Tom_3_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_5.mzid_200107_Tom_3_5.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
200107_Tom_3_5	200107_Tom_3_5	Marine plankton environmental sample	Photosynthetic cell	not applicable	Disease free	Climate_sensitivity_of_Equatorial_Pacific_nutrient_limitation	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200107_Tom_3_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	200107_Tom_3_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Photosynthetic cell
