source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_11	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_12	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_13	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_14	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_15	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_16	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_17	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_18	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_19	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_20	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_21	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_22	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_23	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_24	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_25	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_26	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_27	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_28	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_28	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_29	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_30	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_30	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_31	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_31	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_32	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_32	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_33	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_33	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_34	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_34	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_35	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_35	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_36	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_36	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_37	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_37	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_38	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_38	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_39	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_40	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_40	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_41	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_41	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_42	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_42	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_43	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_43	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_44	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_44	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_45	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_45	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_46	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_46	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_47	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_47	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_48	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_48	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_49	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_49	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_50	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_50	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_51	Malassezia sympodialis	not available	atopic dermatitis	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_51	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	Malassezia_no_label_mix_2n15_days_200ug_IPG37-49_Fr_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	atopic dermatitis
