source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20190107_14_S04F_env	20190107_14_S04F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_14_S04F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_14_S04F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_14_S04F_env_Micipep_third_step.xml	20190107_14_S04F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_14_S04F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_14_S04F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_16_T08C_env	20190107_16_T08C_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_16_T08C_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_16_T08C_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_16_T08C_env_Micipep_third_step.xml	20190107_16_T08C_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_16_T08C_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_16_T08C_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_18_T05C_env	20190107_18_T05C_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_18_T05C_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_18_T05C_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_18_T05C_env_Micipep_third_step.xml	20190107_18_T05C_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_18_T05C_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_18_T05C_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_20_T08F_env	20190107_20_T08F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_20_T08F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_20_T08F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_20_T08F_env_Micipep_third_step.xml	20190107_20_T08F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_20_T08F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_20_T08F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_22_S04C_env	20190107_22_S04C_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_22_S04C_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_22_S04C_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190107_22_S04C_env_Micipep_third_step.xml	20190107_22_S04C_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190107_22_S04C_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190107_22_S04C_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_26_S05C_env	20190111_26_S05C_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_26_S05C_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_26_S05C_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_26_S05C_env_Micipep_third_step.xml	20190111_26_S05C_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_26_S05C_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_26_S05C_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_28_S03C_env	20190111_28_S03C_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_28_S03C_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_28_S03C_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_28_S03C_env_Micipep_third_step.xml	20190111_28_S03C_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_28_S03C_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_28_S03C_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_30_T03F_env	20190111_30_T03F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_30_T03F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_30_T03F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_30_T03F_env_Micipep_third_step.xml	20190111_30_T03F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_30_T03F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_30_T03F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_32_S05F_env	20190111_32_S05F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_32_S05F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_32_S05F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_32_S05F_env_Micipep_third_step.xml	20190111_32_S05F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_32_S05F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_32_S05F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_34_S11F_env	20190111_34_S11F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_34_S11F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_34_S11F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_34_S11F_env_Micipep_third_step.xml	20190111_34_S11F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_34_S11F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_34_S11F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_36_T01F_env	20190111_36_T01F_env	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_36_T01F_env	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_36_T01F_env.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
20190111_36_T01F_env_Micipep_third_step.xml	20190111_36_T01F_env_Micipep_third_step.xml	human gut metagenome	feces	not applicable	not available	Modern_Metaproteomics_A_Unique_Tool_to_Characterize_the_Active_Microbiome_in_Health_and_Diseases_and_Pave_the_Road_towards_New_Biomarkers._Example_of_Crohn_s_Disease_and_Ulcerative_Colitis_Flare-ups	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	20190111_36_T01F_env_Micipep_third_step.xml	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	20190111_36_T01F_env_Micipep_third_step.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
