source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_09	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_09	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_08202013_P1_3040cm_MB_FASP_Elite_Run2_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_02	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_02	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_06	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_06	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_10	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_10	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_11	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_11	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run1_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_01	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_01	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_03	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_03	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_04	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_04	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_06	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_06	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_08	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_08	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_10	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_10	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_1020cm_MB_FASP_Elite_Run2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_04	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_04	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_05	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_05	Metagenomes	soil	not applicable	not available	Angelo_soil_proteomics_-_Proteogenomic_analyses_indicate_bacterial_methylotrophy_and_archaeal_heterotrophy_are_prevalent_below_the_grass_root_zone	soil	soil	not available	not available	not available	not available	soil microbiome	1	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	not applicable	not available	1	1	Angelo_09252013_P1_3040cm_MB_FASP_Elite_Run1_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
